"Facility";"Code";"Constant";"Description"
"WIN32";"0x80072757";"WSAEREMOTE";"Item is not available locally."
"WIN32";"0x8007276B";"WSASYSNOTREADY";"WSAStartup cannot function at this time because the underlying system it uses to provide network services is currently unavailable."
"WIN32";"0x8007276C";"WSAVERNOTSUPPORTED";"The Windows Sockets version requested is not supported."
"WIN32";"0x8007276D";"WSANOTINITIALISED";"Either the application has not called WSAStartup, or WSAStartup failed."
"WIN32";"0x80072775";"WSAEDISCON";"Returned by WSARecv or WSARecvFrom to indicate the remote party has initiated a graceful shutdown sequence."
"WIN32";"0x80072776";"WSAENOMORE";"No more results can be returned by WSALookupServiceNext."
"WIN32";"0x80072777";"WSAECANCELLED";"A call to WSALookupServiceEnd was made while this call was still processing. The call has been canceled."
"WIN32";"0x80072778";"WSAEINVALIDPROCTABLE";"The procedure call table is invalid."
"WIN32";"0x80072779";"WSAEINVALIDPROVIDER";"The requested service provider is invalid."
"WIN32";"0x8007277A";"WSAEPROVIDERFAILEDINIT";"The requested service provider could not be loaded or initialized."
"WIN32";"0x8007277B";"WSASYSCALLFAILURE";"A system call has failed."
"WIN32";"0x8007277C";"WSASERVICE_NOT_FOUND";"No such service is known. The service cannot be found in the specified name space."
"WIN32";"0x8007277D";"WSATYPE_NOT_FOUND";"The specified class was not found."
"WIN32";"0x8007277E";"WSA_E_NO_MORE";"No more results can be returned by WSALookupServiceNext."
"WIN32";"0x8007277F";"WSA_E_CANCELLED";"A call to WSALookupServiceEnd was made while this call was still processing. The call has been canceled."
"WIN32";"0x80072780";"WSAEREFUSED";"A database query failed because it was actively refused."
"WIN32";"0x80072AF9";"WSAHOST_NOT_FOUND";"No such host is known."
"WIN32";"0x80072AFA";"WSATRY_AGAIN";"This is usually a temporary error during hostname resolution and means that the local server did not receive a response from an authoritative server."
"WIN32";"0x80072AFB";"WSANO_RECOVERY";"A non-recoverable error occurred during a database lookup."
"WIN32";"0x80072AFC";"WSANO_DATA";"The requested name is valid, but no data of the requested type was found."
"WIN32";"0x80072AFD";"WSA_QOS_RECEIVERS";"At least one reserve has arrived."
"WIN32";"0x80072AFE";"WSA_QOS_SENDERS";"At least one path has arrived."
"WIN32";"0x80072AFF";"WSA_QOS_NO_SENDERS";"There are no senders."
"WIN32";"0x80072B00";"WSA_QOS_NO_RECEIVERS";"There are no receivers."
"WIN32";"0x80072B01";"WSA_QOS_REQUEST_CONFIRMED";"Reserve has been confirmed."
"WIN32";"0x80072B02";"WSA_QOS_ADMISSION_FAILURE";"Error due to lack of resources."
"WIN32";"0x80072B03";"WSA_QOS_POLICY_FAILURE";"Rejected for administrative reasons - bad credentials."
"WIN32";"0x80072B04";"WSA_QOS_BAD_STYLE";"Unknown or conflicting style."
"WIN32";"0x80072B05";"WSA_QOS_BAD_OBJECT";"Problem with some part of the filterspec or providerspecific buffer in general."
"WIN32";"0x80072B06";"WSA_QOS_TRAFFIC_CTRL_ERROR";"Problem with some part of the flowspec."
"WIN32";"0x80072B07";"WSA_QOS_GENERIC_ERROR";"General QOS error."
"WIN32";"0x80072B08";"WSA_QOS_ESERVICETYPE";"An invalid or unrecognized service type was found in the flowspec."
"WIN32";"0x80072B09";"WSA_QOS_EFLOWSPEC";"An invalid or inconsistent flowspec was found in the QOS structure."
"WIN32";"0x80072B0A";"WSA_QOS_EPROVSPECBUF";"Invalid QOS provider-specific buffer."
"WIN32";"0x80072B0B";"WSA_QOS_EFILTERSTYLE";"An invalid QOS filter style was used."
"WIN32";"0x80072B0C";"WSA_QOS_EFILTERTYPE";"An invalid QOS filter type was used."
"WIN32";"0x80072B0D";"WSA_QOS_EFILTERCOUNT";"An incorrect number of QOS FILTERSPECs were specified in the FLOWDESCRIPTOR."
"WIN32";"0x80072B0E";"WSA_QOS_EOBJLENGTH";"An object with an invalid ObjectLength field was specified in the QOS provider-specific buffer."
"WIN32";"0x80072B0F";"WSA_QOS_EFLOWCOUNT";"An incorrect number of flow descriptors was specified in the QOS structure."
"WIN32";"0x80072B10";"WSA_QOS_EUNKOWNPSOBJ";"An unrecognized object was found in the QOS provider-specific buffer."
"WIN32";"0x80072B11";"WSA_QOS_EPOLICYOBJ";"An invalid policy object was found in the QOS provider-specific buffer."
"WIN32";"0x80072B12";"WSA_QOS_EFLOWDESC";"An invalid QOS flow descriptor was found in the flow descriptor list."
"WIN32";"0x80072B13";"WSA_QOS_EPSFLOWSPEC";"An invalid or inconsistent flowspec was found in the QOS provider specific buffer."
"WIN32";"0x80072B14";"WSA_QOS_EPSFILTERSPEC";"An invalid FILTERSPEC was found in the QOS provider-specific buffer."
"WIN32";"0x80072B15";"WSA_QOS_ESDMODEOBJ";"An invalid shape discard mode object was found in the QOS provider specific buffer."
"WIN32";"0x80072B16";"WSA_QOS_ESHAPERATEOBJ";"An invalid shaping rate object was found in the QOS provider-specific buffer."
"WIN32";"0x80072B17";"WSA_QOS_RESERVED_PETYPE";"A reserved policy element was found in the QOS provider-specific buffer."
"WIN32";"0x80072B18";"WSA_SECURE_HOST_NOT_FOUND";"No such host is known securely."
"WIN32";"0x80072B19";"WSA_IPSEC_NAME_POLICY_ERROR";"Name based IPSEC policy could not be added."
"WIN32";"0x80072CF1";"PEER_E_CLOUD_NOT_FOUND";"Description is missing"
"WIN32";"0x80072CF2";"PEER_E_CLOUD_DISABLED";"Description is missing"
"WIN32";"0x80072CF3";"PEER_E_INVALID_IDENTITY";"Description is missing"
"WIN32";"0x80072CF4";"PEER_E_TOO_MUCH_LOAD";"Description is missing"
"WIN32";"0x80072CF5";"PEER_E_CLOUD_IS_SEARCH_ONLY";"Description is missing"
"WIN32";"0x80072CF6";"PEER_E_CLIENT_INVALID_COMPARTMENT_ID";"Description is missing"
"WIN32";"0x80072CF8";"PEER_E_DUPLICATE_PEER_NAME";"Description is missing"
"WIN32";"0x80072CF9";"PEER_E_CLOUD_IS_DEAD";"Description is missing"
"WIN32";"0x80072EE0";"ERROR_INTERNET_";"See Internet Error Codes and WinInet.h."
"WIN32";"0x80072EE1";"WININET_E_OUT_OF_HANDLES";"No more Internet handles can be allocated."
"WIN32";"0x80072EE1";"ERROR_INTERNET_OUT_OF_HANDLES";"No more handles could be generated at this time."
"WIN32";"0x80072EE2";"WININET_E_TIMEOUT";"The operation timed out."
"WIN32";"0x80072EE2";"ERROR_INTERNET_TIMEOUT";"The request has timed out."
"WIN32";"0x80072EE2";"ERROR_WINHTTP_TIMEOUT";"The operation timed out."
"WIN32";"0x80072EE3";"WININET_E_EXTENDED_ERROR";"The server returned extended information."
"WIN32";"0x80072EE3";"ERROR_INTERNET_EXTENDED_ERROR";"An extended error was returned from the server. This is typically a string or buffer containing a verbose error message. Call  InternetGetLastResponseInfo to retrieve the error text."
"WIN32";"0x80072EE4";"WININET_E_INTERNAL_ERROR";"An internal error occurred in the Microsoft Internet extensions."
"WIN32";"0x80072EE4";"ERROR_INTERNET_INTERNAL_ERROR";"An internal error has occurred."
"WIN32";"0x80072EE4";"ERROR_WINHTTP_INTERNAL_ERROR";"An internal error occurred in the Microsoft Internet extensions."
"WIN32";"0x80072EE5";"WININET_E_INVALID_URL";"The URL is invalid."
"WIN32";"0x80072EE5";"ERROR_INTERNET_INVALID_URL";"The URL is invalid."
"WIN32";"0x80072EE5";"ERROR_WINHTTP_INVALID_URL";"The URL is invalid."
"WIN32";"0x80072EE6";"WININET_E_UNRECOGNIZED_SCHEME";"The URL does not use a recognized protocol."
"WIN32";"0x80072EE6";"ERROR_INTERNET_UNRECOGNIZED_SCHEME";"The URL scheme could not be recognized, or is not supported."
"WIN32";"0x80072EE6";"ERROR_WINHTTP_UNRECOGNIZED_SCHEME";"The URL does not use a recognized protocol."
"WIN32";"0x80072EE7";"WININET_E_NAME_NOT_RESOLVED";"The server name or address could not be resolved."
"WIN32";"0x80072EE7";"ERROR_INTERNET_NAME_NOT_RESOLVED";"The server name could not be resolved."
"WIN32";"0x80072EE7";"ERROR_WINHTTP_NAME_NOT_RESOLVED";"The server name or address could not be resolved."
"WIN32";"0x80072EE8";"WININET_E_PROTOCOL_NOT_FOUND";"A protocol with the required capabilities was not found."
"WIN32";"0x80072EE8";"ERROR_INTERNET_PROTOCOL_NOT_FOUND";"The requested protocol could not be located."
"WIN32";"0x80072EE9";"WININET_E_INVALID_OPTION";"The option is invalid."
"WIN32";"0x80072EE9";"ERROR_INTERNET_INVALID_OPTION";"A request to  InternetQueryOption or  InternetSetOption specified an invalid option value."
"WIN32";"0x80072EE9";"ERROR_WINHTTP_INVALID_OPTION";"The option is invalid."
"WIN32";"0x80072EEA";"WININET_E_BAD_OPTION_LENGTH";"The length is incorrect for the option type."
"WIN32";"0x80072EEA";"ERROR_INTERNET_BAD_OPTION_LENGTH";"The length of an option supplied to  InternetQueryOption or  InternetSetOption is incorrect for the type of option specified."
"WIN32";"0x80072EEB";"WININET_E_OPTION_NOT_SETTABLE";"The option value cannot be set."
"WIN32";"0x80072EEB";"ERROR_INTERNET_OPTION_NOT_SETTABLE";"The requested option cannot be set, only queried."
"WIN32";"0x80072EEC";"WININET_E_SHUTDOWN";"Microsoft Internet Extension support has been shut down."
"WIN32";"0x80072EEC";"ERROR_INTERNET_SHUTDOWN";"WinINet support is being shut down or unloaded."
"WIN32";"0x80072EEC";"ERROR_WINHTTP_SHUTDOWN";"Microsoft Internet Extension support has been shut down."
"WIN32";"0x80072EED";"WININET_E_INCORRECT_USER_NAME";"The user name was not allowed."
"WIN32";"0x80072EED";"ERROR_INTERNET_INCORRECT_USER_NAME";"The request to connect and log on to an FTP server could not be completed because the supplied user name is incorrect."
"WIN32";"0x80072EEE";"WININET_E_INCORRECT_PASSWORD";"The password was not allowed."
"WIN32";"0x80072EEE";"ERROR_INTERNET_INCORRECT_PASSWORD";"The request to connect and log on to an FTP server could not be completed because the supplied password is incorrect."
"WIN32";"0x80072EEF";"WININET_E_LOGIN_FAILURE";"The login request was denied."
"WIN32";"0x80072EEF";"ERROR_INTERNET_LOGIN_FAILURE";"The request to connect and log on to an FTP server failed."
"WIN32";"0x80072EEF";"ERROR_WINHTTP_LOGIN_FAILURE";"The login request was denied."
"WIN32";"0x80072EF0";"WININET_E_INVALID_OPERATION";"The requested operation is invalid."
"WIN32";"0x80072EF0";"ERROR_INTERNET_INVALID_OPERATION";"The requested operation is invalid."
"WIN32";"0x80072EF1";"WININET_E_OPERATION_CANCELLED";"The operation has been canceled."
"WIN32";"0x80072EF1";"ERROR_INTERNET_OPERATION_CANCELLED";"The operation was canceled, usually because the handle on which the request was operating was closed before the operation completed."
"WIN32";"0x80072EF1";"ERROR_WINHTTP_OPERATION_CANCELLED";"The operation has been canceled."
"WIN32";"0x80072EF2";"WININET_E_INCORRECT_HANDLE_TYPE";"The supplied handle is the wrong type for the requested operation."
"WIN32";"0x80072EF2";"ERROR_INTERNET_INCORRECT_HANDLE_TYPE";"The type of handle supplied is incorrect for this operation."
"WIN32";"0x80072EF3";"WININET_E_INCORRECT_HANDLE_STATE";"The handle is in the wrong state for the requested operation."
"WIN32";"0x80072EF3";"ERROR_INTERNET_INCORRECT_HANDLE_STATE";"The requested operation cannot be carried out because the handle supplied is not in the correct state."
"WIN32";"0x80072EF3";"ERROR_WINHTTP_INCORRECT_HANDLE_STATE";"The handle is in the wrong state for the requested operation."
"WIN32";"0x80072EF4";"WININET_E_NOT_PROXY_REQUEST";"The request cannot be made on a Proxy session."
"WIN32";"0x80072EF4";"ERROR_INTERNET_NOT_PROXY_REQUEST";"The request cannot be made via a proxy."
"WIN32";"0x80072EF5";"WININET_E_REGISTRY_VALUE_NOT_FOUND";"The registry value could not be found."
"WIN32";"0x80072EF5";"ERROR_INTERNET_REGISTRY_VALUE_NOT_FOUND";"A required registry value could not be located."
"WIN32";"0x80072EF6";"WININET_E_BAD_REGISTRY_PARAMETER";"The registry parameter is incorrect."
"WIN32";"0x80072EF6";"ERROR_INTERNET_BAD_REGISTRY_PARAMETER";"A required registry value was located but is an incorrect type or has an invalid value."
"WIN32";"0x80072EF7";"WININET_E_NO_DIRECT_ACCESS";"Direct Internet access is not available."
"WIN32";"0x80072EF7";"ERROR_INTERNET_NO_DIRECT_ACCESS";"Direct network access cannot be made at this time."
"WIN32";"0x80072EF8";"WININET_E_NO_CONTEXT";"No context value was supplied."
"WIN32";"0x80072EF8";"ERROR_INTERNET_NO_CONTEXT";"An asynchronous request could not be made because a zero context value was supplied."
"WIN32";"0x80072EF9";"WININET_E_NO_CALLBACK";"No status callback was supplied."
"WIN32";"0x80072EF9";"ERROR_INTERNET_NO_CALLBACK";"An asynchronous request could not be made because a callback function has not been set."
"WIN32";"0x80072EFA";"WININET_E_REQUEST_PENDING";"There are outstanding requests."
"WIN32";"0x80072EFA";"ERROR_INTERNET_REQUEST_PENDING";"The required operation could not be completed because one or more requests are pending."
"WIN32";"0x80072EFB";"WININET_E_INCORRECT_FORMAT";"The information format is incorrect."
"WIN32";"0x80072EFB";"ERROR_INTERNET_INCORRECT_FORMAT";"The format of the request is invalid."
"WIN32";"0x80072EFC";"WININET_E_ITEM_NOT_FOUND";"The requested item could not be found."
"WIN32";"0x80072EFC";"ERROR_INTERNET_ITEM_NOT_FOUND";"The requested item could not be located."
"WIN32";"0x80072EFD";"WININET_E_CANNOT_CONNECT";"A connection with the server could not be established."
"WIN32";"0x80072EFD";"ERROR_INTERNET_CANNOT_CONNECT";"The attempt to connect to the server failed."
"WIN32";"0x80072EFD";"ERROR_WINHTTP_CANNOT_CONNECT";"A connection with the server could not be established."
"WIN32";"0x80072EFE";"WININET_E_CONNECTION_ABORTED";"The connection with the server was terminated abnormally."
"WIN32";"0x80072EFE";"ERROR_INTERNET_CONNECTION_ABORTED";"The connection with the server has been terminated."
"WIN32";"0x80072EFE";"ERROR_WINHTTP_CONNECTION_ABORTED";"he connection with the server was terminated abnormally."
"WIN32";"0x80072EFF";"WININET_E_CONNECTION_RESET";"The connection with the server was reset."
"WIN32";"0x80072EFF";"ERROR_INTERNET_CONNECTION_RESET";"The connection with the server has been reset."
"WIN32";"0x80072EFF";"ERROR_WINHTTP_CONNECTION_RESET";"The connection with the server was reset."
"WIN32";"0x80072F00";"WININET_E_FORCE_RETRY";"The action must be retried."
"WIN32";"0x80072F00";"ERROR_INTERNET_FORCE_RETRY";"The function needs to redo the request."
"WIN32";"0x80072F01";"WININET_E_INVALID_PROXY_REQUEST";"The proxy request is invalid."
"WIN32";"0x80072F01";"ERROR_INTERNET_INVALID_PROXY_REQUEST";"The request to the proxy was invalid."
"WIN32";"0x80072F02";"WININET_E_NEED_UI";"User interaction is required to complete the operation."
"WIN32";"0x80072F02";"ERROR_INTERNET_NEED_UI";"A user interface or other blocking operation has been requested."
"WIN32";"0x80072F04";"WININET_E_HANDLE_EXISTS";"The handle already exists."
"WIN32";"0x80072F04";"ERROR_INTERNET_HANDLE_EXISTS";"The request failed because the handle already exists."
"WIN32";"0x80072F05";"WININET_E_SEC_CERT_DATE_INVALID";"The date in the certificate is invalid or has expired."
"WIN32";"0x80072F05";"ERROR_INTERNET_SEC_CERT_DATE_INVALID";"SSL certificate date that was received from the server is bad. The certificate is expired."
"WIN32";"0x80072F05";"ERROR_WINHTTP_SEC_CERT_DATE_INVALID";"The date in the certificate is invalid or has expired."
"WIN32";"0x80072F06";"WININET_E_SEC_CERT_CN_INVALID";"The host name in the certificate is invalid or does not match."
"WIN32";"0x80072F06";"ERROR_INTERNET_SEC_CERT_CN_INVALID";"SSL certificate common name (host name field) is incorrect - for example, if you entered www.server.com and the common name on the certificate says www.different.com."
"WIN32";"0x80072F06";"ERROR_WINHTTP_SEC_CERT_CN_INVALID";"The host name in the certificate is invalid or does not match."
"WIN32";"0x80072F07";"WININET_E_HTTP_TO_HTTPS_ON_REDIR";"A redirect request will change a non-secure to a secure connection."
"WIN32";"0x80072F07";"ERROR_INTERNET_HTTP_TO_HTTPS_ON_REDIR";"The application is moving from a non-SSL to an SSL connection because of a redirect."
"WIN32";"0x80072F08";"WININET_E_HTTPS_TO_HTTP_ON_REDIR";"A redirect request will change a secure to a non-secure connection."
"WIN32";"0x80072F08";"ERROR_INTERNET_HTTPS_TO_HTTP_ON_REDIR";"The application is moving from an SSL to an non-SSL connection because of a redirect."
"WIN32";"0x80072F09";"WININET_E_MIXED_SECURITY";"Mixed secure and non-secure connections."
"WIN32";"0x80072F09";"ERROR_INTERNET_MIXED_SECURITY";"The content is not entirely secure. Some of the content being viewed may have come from unsecured servers."
"WIN32";"0x80072F0A";"WININET_E_CHG_POST_IS_NON_SECURE";"Changing to non-secure post."
"WIN32";"0x80072F0A";"ERROR_INTERNET_CHG_POST_IS_NON_SECURE";"The application is posting and attempting to change multiple lines of text on a server that is not secure."
"WIN32";"0x80072F0B";"WININET_E_POST_IS_NON_SECURE";"Data is being posted on a non-secure connection."
"WIN32";"0x80072F0B";"ERROR_INTERNET_POST_IS_NON_SECURE";"The application is posting data to a server that is not secure."
"WIN32";"0x80072F0C";"WININET_E_CLIENT_AUTH_CERT_NEEDED";"A certificate is required to complete client authentication."
"WIN32";"0x80072F0C";"ERROR_INTERNET_CLIENT_AUTH_CERT_NEEDED";"The server is requesting client authentication."
"WIN32";"0x80072F0C";"ERROR_WINHTTP_CLIENT_AUTH_CERT_NEEDED";"A certificate is required to complete client authentication."
"WIN32";"0x80072F0D";"WININET_E_INVALID_CA";"The certificate authority is invalid or incorrect."
"WIN32";"0x80072F0D";"ERROR_INTERNET_INVALID_CA";"The function is unfamiliar with the Certificate Authority that generated the server's certificate."
"WIN32";"0x80072F0D";"ERROR_WINHTTP_INVALID_CA";"The certificate authority is invalid or incorrect."
"WIN32";"0x80072F0E";"WININET_E_CLIENT_AUTH_NOT_SETUP";"Client authentication has not been correctly installed."
"WIN32";"0x80072F0E";"ERROR_INTERNET_CLIENT_AUTH_NOT_SETUP";"Client authorization is not set up on this computer."
"WIN32";"0x80072F0F";"WININET_E_ASYNC_THREAD_FAILED";"An error has occurred in a Wininet asynchronous thread. You may need to restart."
"WIN32";"0x80072F0F";"ERROR_INTERNET_ASYNC_THREAD_FAILED";"The application could not start an asynchronous thread."
"WIN32";"0x80072F10";"WININET_E_REDIRECT_SCHEME_CHANGE";"The protocol scheme has changed during a redirect operation."
"WIN32";"0x80072F10";"ERROR_INTERNET_REDIRECT_SCHEME_CHANGE";"The function could not handle the redirection, because the scheme changed (for example, HTTP to FTP)."
"WIN32";"0x80072F11";"WININET_E_DIALOG_PENDING";"There are operations awaiting retry."
"WIN32";"0x80072F11";"ERROR_INTERNET_DIALOG_PENDING";"Another thread has a password dialog box in progress."
"WIN32";"0x80072F12";"WININET_E_RETRY_DIALOG";"The operation must be retried."
"WIN32";"0x80072F12";"ERROR_INTERNET_RETRY_DIALOG";"The dialog box should be retried."
"WIN32";"0x80072F13";"WININET_E_NO_NEW_CONTAINERS";"There are no new cache containers."
"WIN32";"0x80072F14";"WININET_E_HTTPS_HTTP_SUBMIT_REDIR";"A security zone check indicates the operation must be retried."
"WIN32";"0x80072F14";"ERROR_INTERNET_HTTPS_HTTP_SUBMIT_REDIR";"The data being submitted to an SSL connection is being redirected to a non-SSL connection."
"WIN32";"0x80072F15";"ERROR_INTERNET_INSERT_CDROM";"The request requires a CD-ROM to be inserted in the CD-ROM drive to locate the resource requested."
"WIN32";"0x80072F16";"ERROR_INTERNET_FORTEZZA_LOGIN_NEEDED";"The requested resource requires Fortezza authentication."
"WIN32";"0x80072F17";"WININET_E_SEC_CERT_ERRORS";"The SSL certificate contains errors."
"WIN32";"0x80072F17";"ERROR_INTERNET_SEC_CERT_ERRORS";"The SSL certificate contains errors."
"WIN32";"0x80072F18";"ERROR_INTERNET_SEC_CERT_NO_REV";"The SSL certificate was not revoked."
"WIN32";"0x80072F19";"WININET_E_SEC_CERT_REV_FAILED";"It was not possible to connect to the revocation server or a definitive response could not be obtained."
"WIN32";"0x80072F19";"ERROR_INTERNET_SEC_CERT_REV_FAILED";"Revocation of the SSL certificate failed."
"WIN32";"0x80072F30";"ERROR_WINHTTP_NO_CM_CONNECTION";"There was a problem connecting to the server."
"WIN32";"0x80072F4E";"ERROR_FTP_TRANSFER_IN_PROGRESS";"The requested operation cannot be made on the FTP session handle because an operation is already in progress."
"WIN32";"0x80072F4F";"ERROR_FTP_DROPPED";"The FTP operation was not completed because the session was aborted."
"WIN32";"0x80072F50";"ERROR_FTP_NO_PASSIVE_MODE";"Passive mode is not available on the server."
"WIN32";"0x80072F62";"ERROR_GOPHER_PROTOCOL_ERROR";"An error was detected while parsing data returned from the Gopher server."
"WIN32";"0x80072F63";"ERROR_GOPHER_NOT_FILE";"The request must be made for a file locator."
"WIN32";"0x80072F64";"ERROR_GOPHER_DATA_ERROR";"An error was detected while receiving data from the Gopher server."
"WIN32";"0x80072F65";"ERROR_GOPHER_END_OF_DATA";"The end of the data has been reached."
"WIN32";"0x80072F66";"ERROR_GOPHER_INVALID_LOCATOR";"The supplied locator is not valid."
"WIN32";"0x80072F67";"ERROR_GOPHER_INCORRECT_LOCATOR_TYPE";"The type of the locator is not correct for this operation."
"WIN32";"0x80072F68";"ERROR_GOPHER_NOT_GOPHER_PLUS";"The requested operation can be made only against a Gopher+ server, or with a locator that specifies a Gopher+ operation."
"WIN32";"0x80072F69";"ERROR_GOPHER_ATTRIBUTE_NOT_FOUND";"The requested attribute could not be located."
"WIN32";"0x80072F6A";"ERROR_GOPHER_UNKNOWN_LOCATOR";"The locator type is unknown."
"WIN32";"0x80072F76";"WININET_E_HEADER_NOT_FOUND";"The requested header was not found."
"WIN32";"0x80072F76";"ERROR_HTTP_HEADER_NOT_FOUND";"The requested header could not be located."
"WIN32";"0x80072F76";"ERROR_WINHTTP_HEADER_NOT_FOUND";"The requested header was not found."
"WIN32";"0x80072F77";"WININET_E_DOWNLEVEL_SERVER";"The server does not support the requested protocol level."
"WIN32";"0x80072F77";"ERROR_HTTP_DOWNLEVEL_SERVER";"The server did not return any headers."
"WIN32";"0x80072F78";"WININET_E_INVALID_SERVER_RESPONSE";"The server returned an invalid or unrecognized response."
"WIN32";"0x80072F78";"ERROR_HTTP_INVALID_SERVER_RESPONSE";"The server response could not be parsed."
"WIN32";"0x80072F78";"ERROR_WINHTTP_INVALID_SERVER_RESPONSE";"The server returned an invalid or unrecognized response."
"WIN32";"0x80072F79";"WININET_E_INVALID_HEADER";"The supplied HTTP header is invalid."
"WIN32";"0x80072F79";"ERROR_HTTP_INVALID_HEADER";"The supplied header is invalid."
"WIN32";"0x80072F7A";"WININET_E_INVALID_QUERY_REQUEST";"The request for a HTTP header is invalid."
"WIN32";"0x80072F7A";"ERROR_HTTP_INVALID_QUERY_REQUEST";"The request made to  HttpQueryInfo is invalid."
"WIN32";"0x80072F7A";"ERROR_WINHTTP_INVALID_QUERY_REQUEST";"The request for a HTTP header is invalid."
"WIN32";"0x80072F7B";"WININET_E_HEADER_ALREADY_EXISTS";"The HTTP header already exists."
"WIN32";"0x80072F7B";"ERROR_HTTP_HEADER_ALREADY_EXISTS";"The header could not be added because it already exists."
"WIN32";"0x80072F7C";"WININET_E_REDIRECT_FAILED";"The HTTP redirect request failed."
"WIN32";"0x80072F7C";"ERROR_HTTP_REDIRECT_FAILED";"The redirection failed because either the scheme changed (for example, HTTP to FTP) or all attempts made to redirect failed (default is five attempts)."
"WIN32";"0x80072F7C";"ERROR_WINHTTP_REDIRECT_FAILED";"The redirection failed because either the scheme changed (for example, HTTP to FTP) or all attempts made to redirect failed (default is five attempts)."
"WIN32";"0x80072F7D";"WININET_E_SECURITY_CHANNEL_ERROR";"An error occurred in the secure channel support."
"WIN32";"0x80072F7D";"ERROR_INTERNET_SECURITY_CHANNEL_ERROR";"The application experienced an internal error loading the SSL libraries."
"WIN32";"0x80072F7D";"ERROR_WINHTTP_SECURE_CHANNEL_ERROR";"The application experienced an internal error loading the SSL libraries."
"WIN32";"0x80072F7E";"WININET_E_UNABLE_TO_CACHE_FILE";"The file could not be written to the cache."
"WIN32";"0x80072F7E";"ERROR_INTERNET_UNABLE_TO_CACHE_FILE";"The function was unable to cache the file."
"WIN32";"0x80072F7F";"WININET_E_TCPIP_NOT_INSTALLED";"The TCP/IP protocol is not installed properly."
"WIN32";"0x80072F7F";"ERROR_INTERNET_TCPIP_NOT_INSTALLED";"The required protocol stack is not loaded and the application cannot start WinSock."
"WIN32";"0x80072F80";"WININET_E_NOT_REDIRECTED";"The HTTP request was not redirected."
"WIN32";"0x80072F80";"ERROR_HTTP_NOT_REDIRECTED";"The HTTP request was not redirected."
"WIN32";"0x80072F81";"WININET_E_COOKIE_NEEDS_CONFIRMATION";"A cookie from the server must be confirmed by the user."
"WIN32";"0x80072F81";"ERROR_HTTP_COOKIE_NEEDS_CONFIRMATION";"The HTTP cookie requires confirmation."
"WIN32";"0x80072F82";"WININET_E_COOKIE_DECLINED";"A cookie from the server has been declined acceptance."
"WIN32";"0x80072F82";"ERROR_HTTP_COOKIE_DECLINED";"The HTTP cookie was declined by the server."
"WIN32";"0x80072F83";"WININET_E_DISCONNECTED";"The computer is disconnected from the network."
"WIN32";"0x80072F83";"ERROR_INTERNET_DISCONNECTED";"The Internet connection has been lost."
"WIN32";"0x80072F84";"WININET_E_SERVER_UNREACHABLE";"The server is unreachable."
"WIN32";"0x80072F84";"ERROR_INTERNET_SERVER_UNREACHABLE";"The website or server indicated is unreachable."
"WIN32";"0x80072F85";"WININET_E_PROXY_SERVER_UNREACHABLE";"The proxy server is unreachable."
"WIN32";"0x80072F85";"ERROR_INTERNET_PROXY_SERVER_UNREACHABLE";"The designated proxy server cannot be reached."
"WIN32";"0x80072F86";"WININET_E_BAD_AUTO_PROXY_SCRIPT";"The proxy auto-configuration script is in error."
"WIN32";"0x80072F86";"ERROR_INTERNET_BAD_AUTO_PROXY_SCRIPT";"There was an error in the automatic proxy configuration script."
"WIN32";"0x80072F87";"WININET_E_UNABLE_TO_DOWNLOAD_SCRIPT";"Could not download the proxy auto-configuration script file."
"WIN32";"0x80072F87";"ERROR_INTERNET_UNABLE_TO_DOWNLOAD_SCRIPT";"The automatic proxy configuration script could not be downloaded. The INTERNET_FLAG_MUST_CACHE_REQUEST flag was set."
"WIN32";"0x80072F88";"WININET_E_REDIRECT_NEEDS_CONFIRMATION";"The HTTP redirect request must be confirmed by the user."
"WIN32";"0x80072F88";"ERROR_HTTP_REDIRECT_NEEDS_CONFIRMATION";"The redirection requires user confirmation."
"WIN32";"0x80072F89";"WININET_E_SEC_INVALID_CERT";"The supplied certificate is invalid."
"WIN32";"0x80072F89";"ERROR_INTERNET_SEC_INVALID_CERT";"The SSL certificate is invalid."
"WIN32";"0x80072F89";"ERROR_WINHTTP_SECURE_INVALID_CERT";"The SSL certificate is invalid."
"WIN32";"0x80072F8A";"WININET_E_SEC_CERT_REVOKED";"The supplied certificate has been revoked."
"WIN32";"0x80072F8A";"ERROR_INTERNET_SEC_CERT_REVOKED";"The SSL certificate was revoked."
"WIN32";"0x80072F8B";"WININET_E_FAILED_DUETOSECURITYCHECK";"The Dialup failed because file sharing was turned on and a failure was requested if security check was needed."
"WIN32";"0x80072F8B";"ERROR_INTERNET_FAILED_DUETOSECURITYCHECK";"The function failed due to a security check."
"WIN32";"0x80072F8C";"WININET_E_NOT_INITIALIZED";"Initialization of the WinINet API has not occurred."
"WIN32";"0x80072F8C";"ERROR_INTERNET_NOT_INITIALIZED";"Initialization of the WinINet API has not occurred. Indicates that a higher-level function, such as  InternetOpen, has not been called yet."
"WIN32";"0x80072F8D";"ERROR_INTERNET_NEED_MSN_SSPI_PKG";"Not currently implemented."
"WIN32";"0x80072F8E";"WININET_E_LOGIN_FAILURE_DISPLAY_ENTITY_BODY";"Login failed and the client should display the entity body to the user."
